queue_type,cpid,resolver_record_id,reason,severity,recommended_action,source_file
quarantine_review,CPID-UNIT-cdb0134984698a6d,,no_resolver_signal,medium,validate polluted or noisy source row before reuse,Reportage_Inventory__0771e967-82c4-4910-bb30-d0f17d5a7ecc__d773272a73.xlsx
quarantine_review,CPID-UNIT-91bd976b074f08a8,,generic_building_name,medium,validate polluted or noisy source row before reuse,Data_Uae_Pak_Last__Property`s Type__39eae9c864.xlsx
cpid_review,CPID-LAND-77800826,,public_listing_without_hard_identifier,high,collect broker reference or property/permit/plot/unit bridge,WhatsApp ChatStorage.sqlite
quarantine_review,CPID-LAND-77800826,,non_listing_public_url | polluted_property_number | polluted_property_number;non_listing_public_url,medium,validate polluted or noisy source row before reuse,WhatsApp ChatStorage.sqlite
cpid_review,CPID-HASH-145b74c162883715,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__3014__ac9a52ed89.xlsx
quarantine_review,CPID-HASH-145b74c162883715,,no_resolver_signal,medium,validate polluted or noisy source row before reuse,Reportage_Inventory__3014__ac9a52ed89.xlsx
cpid_review,CPID-HASH-42cb6231a76983a2,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__3014__39097fe6b2.xlsx
quarantine_review,CPID-HASH-42cb6231a76983a2,,no_resolver_signal,medium,validate polluted or noisy source row before reuse,Reportage_Inventory__3014__39097fe6b2.xlsx
cpid_review,CPID-HASH-50f33a7652741d77,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__3014__69038f24c0.xlsx
quarantine_review,CPID-HASH-50f33a7652741d77,,no_resolver_signal,medium,validate polluted or noisy source row before reuse,Reportage_Inventory__3014__69038f24c0.xlsx
cpid_review,CPID-HASH-5e5cadff258bfbae,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__3014__6ea2d12d01.xlsx
quarantine_review,CPID-HASH-5e5cadff258bfbae,,no_resolver_signal,medium,validate polluted or noisy source row before reuse,Reportage_Inventory__3014__6ea2d12d01.xlsx
cpid_review,CPID-HASH-62c5896d63bac13c,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__3014__ccd1445561.xlsx
quarantine_review,CPID-HASH-62c5896d63bac13c,,no_resolver_signal,medium,validate polluted or noisy source row before reuse,Reportage_Inventory__3014__ccd1445561.xlsx
cpid_review,CPID-HASH-d99bf1e0a276ce04,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__3014__abd925a1c4.xlsx
quarantine_review,CPID-HASH-d99bf1e0a276ce04,,no_resolver_signal,medium,validate polluted or noisy source row before reuse,Reportage_Inventory__3014__abd925a1c4.xlsx
cpid_review,CPID-HASH-aa80e32e5df82496,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,0a61877f-b2fb-451b-91ff-81bb026cd696.xlsx
cpid_review,CPID-HASH-c4696bc33af4ff0e,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__73fd58f1-9853-4763-b3d6-5b415324a9b9__e3b118dc75.xlsx
quarantine_review,CPID-HASH-c4696bc33af4ff0e,,no_resolver_signal,medium,validate polluted or noisy source row before reuse,Reportage_Inventory__73fd58f1-9853-4763-b3d6-5b415324a9b9__e3b118dc75.xlsx
cpid_review,CPID-HASH-cbef39b54c75bac1,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,HSHObject1__2556cb9f-0ebc-435f-b39e-31d3b5caa0ab__7f6e6a6f90.xlsx
cpid_review,CPID-HASH-e352a045df73ae37,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,HSHObject1__796fbdde-e69f-4e78-86a9-2fd67eb95fe9__e498504c3f.xlsx
cpid_review,CPID-HASH-03a46c0915da67ea,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,HSHObject1__ab20a7e9-9ee0-4f16-910a-3e6399317a74__dda2658d56.xlsx
cpid_review,CPID-HASH-35b1a7e2b4653cfe,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,HSHObject1__c75a4a95-8a72-4b3a-bcea-32c7aac38024__b5bf281258.xlsx
cpid_review,CPID-HASH-04d241afe704c0ee,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,HSHObject1__959b678a-988e-408b-a57d-babfe21eb212__95811baa6f.xlsx
cpid_review,CPID-HASH-66b9c55a31c5cb7d,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,HSHObject1__45fcbb03-9f46-4197-8505-b9f33fd29510__77f9127278.xlsx
cpid_review,CPID-HASH-700d4340937a195d,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,HSHObject1__560cff45-bedb-4011-8704-774f0fa8b694__44fa2f752a.xlsx
cpid_review,CPID-HASH-bd8f077574e7ae3e,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,HSHObject1__ac274d9d-4683-43a4-b87f-76dc917c79d1__e2699bf54d.xlsx
cpid_review,CPID-HASH-0f1f1d77abe198a6,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__99c58ae4-60ae-474d-a525-c21e51b57e4c__b17701f8c6.xlsx
cpid_review,CPID-HASH-6079daa17b56d6ff,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__Sylvana Availability__cdd11f415b.xlsx
cpid_review,CPID-HASH-63e21f538d6c76a3,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__Sylvana Availability__4748b80daa.xlsx
cpid_review,CPID-HASH-641a18ef96f5c33a,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__Sylvana Availability__cfc92026de.xlsx
cpid_review,CPID-HASH-e750c7ec8699c040,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__Sylvana Availability__7d1436514b.xlsx
cpid_review,CPID-HASH-ebcb3aab42a8ea4d,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__Sylvana Availability__b5bc12621c.xlsx
cpid_review,CPID-HASH-6ef19f2265bbeeb1,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,TIGER_-_HOME_SWEET_HOME_REAL_ESTATE__Handover: Q2 2029__f378ebf74c.xlsx
cpid_review,CPID-HASH-0a212feca5d65292,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__DIVA (HANDING OVER Q4 2024)__63a16b8deb.xlsx
quarantine_review,CPID-HASH-0a212feca5d65292,,no_resolver_signal,medium,validate polluted or noisy source row before reuse,Reportage_Inventory__DIVA (HANDING OVER Q4 2024)__63a16b8deb.xlsx
cpid_review,CPID-HASH-17a39eff1f1ecc5f,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__DIVA (HANDING OVER Q4 2024)__071a5a6811.xlsx
quarantine_review,CPID-HASH-17a39eff1f1ecc5f,,no_resolver_signal,medium,validate polluted or noisy source row before reuse,Reportage_Inventory__DIVA (HANDING OVER Q4 2024)__071a5a6811.xlsx
cpid_review,CPID-HASH-371afef1702ba947,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__9e8cbfbd-4be2-43fa-8d80-c75925f2e7aa__4fa2fc5adc.xlsx
quarantine_review,CPID-HASH-371afef1702ba947,,no_resolver_signal,medium,validate polluted or noisy source row before reuse,Reportage_Inventory__9e8cbfbd-4be2-43fa-8d80-c75925f2e7aa__4fa2fc5adc.xlsx
cpid_review,CPID-HASH-5dcbd0c83816a8c3,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__DIVA HANDING OVER Q4 2024__fcd5c43bb3.xlsx
quarantine_review,CPID-HASH-5dcbd0c83816a8c3,,no_resolver_signal,medium,validate polluted or noisy source row before reuse,Reportage_Inventory__DIVA HANDING OVER Q4 2024__fcd5c43bb3.xlsx
cpid_review,CPID-HASH-7ce580e4a30510ea,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__DIVA (HANDING OVER Q4 2024)__12d44572ad.xlsx
quarantine_review,CPID-HASH-7ce580e4a30510ea,,no_resolver_signal,medium,validate polluted or noisy source row before reuse,Reportage_Inventory__DIVA (HANDING OVER Q4 2024)__12d44572ad.xlsx
cpid_review,CPID-HASH-89c9df9d251a762a,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__DIVA (HANDING OVER Q4 2024)__d89418de99.xlsx
quarantine_review,CPID-HASH-89c9df9d251a762a,,no_resolver_signal,medium,validate polluted or noisy source row before reuse,Reportage_Inventory__DIVA (HANDING OVER Q4 2024)__d89418de99.xlsx
cpid_review,CPID-HASH-c98e851390ddc824,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__DIVA (HANDING OVER Q4 2024)__8b17644d10.xlsx
quarantine_review,CPID-HASH-c98e851390ddc824,,no_resolver_signal,medium,validate polluted or noisy source row before reuse,Reportage_Inventory__DIVA (HANDING OVER Q4 2024)__8b17644d10.xlsx
cpid_review,CPID-HASH-11705b81fab3f50a,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__Monte Napoleone MNGT Units__f40c97c1dc.xlsx
cpid_review,CPID-HASH-26a2892a3744d1a1,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__Monte Napoleone MNGT Units__72c00ef10b.xlsx
cpid_review,CPID-HASH-46632b09f63e9a34,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__Monte Napoleone MNGT Units__7850b32b27.xlsx
cpid_review,CPID-HASH-480aa3bd306b298c,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__bffd36ca-3cf8-4eba-82c3-ff850628f3c4__c8a5536e02.xlsx
cpid_review,CPID-HASH-eff0cd5c29346436,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__Monte Napoleone MNGT Units__274dd0842b.xlsx
cpid_review,CPID-HASH-f8315ce755569263,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__Monte Napoleone MNGT Units__d46f8387c9.xlsx
cpid_review,CPID-HASH-1f30fb045fd75fc0,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__Reportage Oceana__2e842da7d0.xlsx
quarantine_review,CPID-HASH-1f30fb045fd75fc0,,no_resolver_signal,medium,validate polluted or noisy source row before reuse,Reportage_Inventory__Reportage Oceana__2e842da7d0.xlsx
cpid_review,CPID-HASH-51e07f0a237ed47f,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__Reportage Oceana__ac20f4467c.xlsx
quarantine_review,CPID-HASH-51e07f0a237ed47f,,no_resolver_signal,medium,validate polluted or noisy source row before reuse,Reportage_Inventory__Reportage Oceana__ac20f4467c.xlsx
cpid_review,CPID-HASH-e5bbe13df88de338,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__Reportage Oceana__a076884ead.xlsx
quarantine_review,CPID-HASH-e5bbe13df88de338,,no_resolver_signal,medium,validate polluted or noisy source row before reuse,Reportage_Inventory__Reportage Oceana__a076884ead.xlsx
cpid_review,CPID-UNIT-4de41783a2c4f562,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-2cd35efdfe7e2bd8,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-114fa28fb8e21e02,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-ef0d13a153ae747d,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-54b84c4d2c3c485f,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-9705de2fac46586c,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-34e6a4cca5b3ab27,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-79fedc695129b213,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-4ef4dffccddddc6c,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-d4aa5708517f26ab,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-533ceb08399a828c,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-b3805b9744e882cf,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-72c92b5e08cb4004,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-2ce6a0479e5402ab,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-99959142380e0769,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-8d47793e8389d6d0,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-bd40ded999d9ed53,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-d820f52060e6c138,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-93589f54ca1d2bf8,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-a077d6d56311c7d9,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-bc4af82c36fba0f3,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-d912f158e8a8e557,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-f56815caa064f0b9,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-939b52cb1c991423,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-b14894c14a4feeb3,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-b647e9c095bc34c1,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-91851221309ffadd,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-b9aec46eeb3b94ae,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-34bec2f397ed426c,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-9eb1a2acfe3dae24,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-9b0d729a3d33750a,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-2b1fa718b34ce18f,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-ea2211ab68fb151c,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-34e106700225b5e8,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-460c69eb38df7e2a,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-e3c65eade2f748b8,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-e081842863ce53ba,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-1374ae25d3a69b60,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-e2ee32875d739638,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-c6808724edc9edaf,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-d9b3aed8d3df34fa,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-690178ec55985d63,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-9615c862aa4bac63,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-507ae94c6101c9dc,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-61c608822e37ba29,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-7bd2eef44482b308,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-28575549134be402,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-5eeb7cb343beac82,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-277ba3cfa03aebd3,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-54a5286a270b1e73,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-1797f9d95562fdf7,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-5d7b3a06715c7e7a,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-64a70445f4e82fa6,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-e40b3a2c0ef0024a,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-cfd0d4447596619b,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-ed4b7306517ed7f3,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-62fe240246a2ccd3,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-0db29391c2306917,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-d447baee51ec7228,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-6a5793de164c5d04,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-e725affd708a744a,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-917af9df8790256c,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-1893a16daec8cdb2,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-8c55594cf611c394,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-0171bb39852a3a52,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-4d8872f101ba29ea,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-9d38bd5d784c3bd2,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-68da7581286aa49f,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-7a4fe6dd54963415,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-015f58284a96dbb4,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-8317da0428512146,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-8b14f5cb4b1508c1,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-dbd4f524c7aae179,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-a983dad966b49ecb,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-8dc3b97c70eb9ac1,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-0d023fff9544f6ae,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-fecaa8930f947bb7,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-0aaa5c8f13b651d1,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-590d9598c1cef5ec,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-22bdd15a9f17e033,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-8a11cd8b7c2d4c3d,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
