queue_type,cpid,resolver_record_id,reason,severity,recommended_action,source_file
bridge_gap,CPID-HASH-7cd3c3c089316d4b,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-3d224bc01e4ee7c5,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-cccb43905ab5480d,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-9cc893f33e406892,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-7c79f6f69cf572b3,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-4214b7d68d28a31b,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-ba4dc78be7d5d5de,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-d78701704a9ffd4b,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-8b73d7a5df0a1f1f,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-b00750a889f22ac7,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-d93ddf273ce1cbe7,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-acf28a46a963cdf3,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-acb64094cac5fa8d,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-bdf8a28ec386bd44,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-e45dc1b1f41c043f,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-47e0352bd7f0d4e2,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-912a6bba574910d6,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-772b0be53dfca659,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-e446ae2fb35208e5,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-d1e703a88192ac37,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-0e0fbbeb825f2d91,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-90d4d7c5b5536c1b,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-eab4a120754aedf3,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-2f671cc35210e58d,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-9c7c4f66a4ebf446,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-5f7df07b880e050c,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-4ee0c38b9d5d5fd1,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-0ce6c3c6a2db32bd,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-f3d718262c9a115d,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-131115faf0aaae15,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-87a8a621a6c465da,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-d3bb036f0486b119,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-5a9c367320e793e1,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-84b2c0326096f2fc,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-f952f3428366a23c,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-fbb4dc86afdd448f,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-b27575099c3e1370,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-a0ae26896bf1c908,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-7261f2220abe4d7d,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-77bd65f1cf496253,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-398971d657ffa795,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-087a1f920c9318e3,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-1aa17b093794d084,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-1d8bde66d33a9b0f,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-08c035d2a075b0b3,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-eaa328386d4499bf,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-c5854b867f4eb940,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-ae8ec017395dcf83,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-8f6ac42d1147bed7,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-429fd57ac12309fc,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-3af05df753d14115,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-323a4749f5d9abe3,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-60220df415f48fc2,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-aa4f2ed9683c0fd2,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-ce18d9d56e933cf2,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-e84409e64e866f9f,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-b215512146423125,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-86f909381508db19,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-5a1747ce173447fc,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-7c1af88557ad1f7b,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-2d39690df26c4582,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-b833a832013861e4,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-e952599cc37565af,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-6a3bf5b4f900e957,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-834fc026c929b2c8,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-76896671cbc86e7b,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-b21e79bb2d53b6f0,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-1fdcef72ad242b18,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-ebefb970e59f3c4d,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-66ab99a9391e4e6c,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-3e0067886da7fab2,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-4e883b4ca16112bb,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-7e8c0c937e1e82d2,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-c755492fac203e99,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-e73d3d8dcc9b70bd,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-bb007d54c58b713c,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-ddd103b952192e16,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-1d89d13ca2f02d34,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-ef17f362ac161a9b,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-b0c2eb066935ad30,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-e9dc223838c7016a,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-905b177e47463349,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-4cb196b23986ebd8,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-92e53f489234693e,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-cea471b4bf420072,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-113ce48352ea22a6,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-da2f3222f20b6d53,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-344ffebc01e04293,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-5e580626fe3c713a,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-b89402213a3403bc,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-c3af366db0094168,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-2bb68dcd2cfc54e2,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-476ccaa63eeff191,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-273722a64a01d4c7,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-97b915614878bc0d,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-9bb3423403f7c9c8,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-0428b4c36c14b3c6,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-64445584a8216b9b,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-15d883f31aa7b3bf,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-da903e2ec9dce8b9,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-ea4752463eece702,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-dae9b650e047ea2f,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-249dd8e6fc7f1a15,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-ae4b34db05480c06,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-1fbcd5977bef6b7d,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-cd9d0d95b311a03a,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-e89b423955c51636,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-a91642ba0d61e3e2,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-df037d124e8bc555,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-e824d79805abf073,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-2242c1f97e79dc85,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",BAYUT OVER ALL LEAD.xlsx
bridge_gap,CPID-HASH-ada804ae36a57ad8,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",Secondary Listings LINKS EXCEL.xlsx
bridge_gap,CPID-HASH-709af3eb9803f265,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",Secondary Listings LINKS EXCEL.xlsx
bridge_gap,CPID-LAND-77800826,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",Secondary Listings LINKS EXCEL.xlsx
bridge_gap,CPID-HASH-eb6afd97690daf27,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",Secondary Listings LINKS EXCEL.xlsx
bridge_gap,CPID-HASH-e7fc5206fe776bd3,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",Secondary Listings LINKS EXCEL.xlsx
bridge_gap,CPID-HASH-0d482748b5fcd5f0,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",Secondary Listings LINKS EXCEL.xlsx
bridge_gap,CPID-HASH-5779d64712bcf9bd,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",Secondary Listings LINKS EXCEL.xlsx
bridge_gap,CPID-HASH-24deb333b55f790f,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",Secondary Listings LINKS EXCEL.xlsx
bridge_gap,CPID-HASH-5fccc7daf4f469b2,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",Secondary Listings LINKS EXCEL.xlsx
bridge_gap,CPID-HASH-4aa2974b884086d4,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",Secondary Listings LINKS EXCEL.xlsx
bridge_gap,CPID-HASH-a9f8933d8ed24d13,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",Secondary Listings LINKS EXCEL.xlsx
bridge_gap,CPID-HASH-ddd269d2a1a6cba9,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",Secondary Listings LINKS EXCEL.xlsx
bridge_gap,CPID-HASH-2cba5ad44a58912f,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",Secondary Listings LINKS EXCEL.xlsx
bridge_gap,CPID-HASH-e0ec1e7f94dacfa1,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",Secondary Listings LINKS EXCEL.xlsx
bridge_gap,CPID-HASH-216203287e95eb34,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",Secondary Listings LINKS EXCEL.xlsx
bridge_gap,CPID-HASH-4094fb915c388c84,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",Secondary Listings LINKS EXCEL.xlsx
bridge_gap,CPID-HASH-a8d533a21960827b,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",Secondary Listings LINKS EXCEL.xlsx
bridge_gap,CPID-HASH-5b36d32d2a5a7372,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",Secondary Listings LINKS EXCEL.xlsx
bridge_gap,CPID-HASH-053edf1956d0cd1d,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",Secondary Listings LINKS EXCEL.xlsx
bridge_gap,CPID-HASH-01837c1daa731df8,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",Secondary Listings LINKS EXCEL.xlsx
bridge_gap,CPID-HASH-519de840594c4bfe,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",Secondary Listings LINKS EXCEL.xlsx
bridge_gap,CPID-HASH-92cdf90e7950bb16,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",Secondary Listings LINKS EXCEL.xlsx
bridge_gap,CPID-HASH-62f0145ac557d786,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",Secondary Listings LINKS EXCEL.xlsx
bridge_gap,CPID-HASH-648844edbae1eadd,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",Secondary Listings LINKS EXCEL.xlsx
bridge_gap,CPID-HASH-1515248e35587d42,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",Secondary Listings LINKS EXCEL.xlsx
bridge_gap,CPID-HASH-c348b5e7e65a91a7,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",Secondary Listings LINKS EXCEL.xlsx
bridge_gap,CPID-HASH-72f69eab48aede7c,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",Secondary Listings LINKS EXCEL.xlsx
bridge_gap,CPID-HASH-bd6c6b4e50dac0fe,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",Secondary Listings LINKS EXCEL.xlsx
bridge_gap,CPID-HASH-4d5bf82e433a5006,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",Secondary Listings LINKS EXCEL.xlsx
bridge_gap,CPID-HASH-b5c43a94421b9b0d,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",Secondary Listings LINKS EXCEL.xlsx
bridge_gap,CPID-HASH-79090646569afe85,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",Secondary Listings LINKS EXCEL.xlsx
bridge_gap,CPID-LAND-77800826,,hard_property_identifier,high,"obtain listing reference, broker reference, or hard property identifier",WhatsApp ChatStorage.sqlite
bridge_gap,CPID-LAND-77800826,,cpid_link,high,"obtain listing reference, broker reference, or hard property identifier",WhatsApp ChatStorage.sqlite
