cluster_id,classification,canonical_area,canonical_building_project,possible_unit_number,bedrooms,size_range_sqm,price_range,source_platforms,source_files,record_count,confidence,owner_contact_available,restricted_owner_contact_link
cluster_00403,SAME_UNIT_EXACT,Abu Dhabi,ms 2 4907 tala,MS24907,,,,,9987ccf5-828d-4113-8e39-a8f85b2c4adc.xlsx,1,95,YES,e068f92fb3182a7f
cluster_00404,SAME_UNIT_EXACT,Abu Dhabi,ms 2 2509 tala,MS22509,,,,,9987ccf5-828d-4113-8e39-a8f85b2c4adc.xlsx,1,95,YES,142468455abc4089
cluster_00405,SAME_UNIT_EXACT,Abu Dhabi,4006 ms 2 4006 tala,MS24006,,,,,9987ccf5-828d-4113-8e39-a8f85b2c4adc.xlsx,1,95,YES,765a69594305b7cd
cluster_00406,SAME_UNIT_EXACT,Abu Dhabi,ms 2 1308 tala,MS21308,,,,,9987ccf5-828d-4113-8e39-a8f85b2c4adc.xlsx,1,95,YES,56089ca45c4436d4
cluster_00407,SAME_UNIT_EXACT,Abu Dhabi,1906 ms 2 1906 tala,MS21906,,,,,9987ccf5-828d-4113-8e39-a8f85b2c4adc.xlsx,1,95,YES,9472ccf08452596f
cluster_00408,SAME_UNIT_EXACT,Abu Dhabi,ms 2 3705 tala,MS23705,,,,,9987ccf5-828d-4113-8e39-a8f85b2c4adc.xlsx,1,95,YES,4973049f83748992
cluster_00409,SAME_UNIT_EXACT,Abu Dhabi,ms 2 1203 tala,MS21203,,,,,9987ccf5-828d-4113-8e39-a8f85b2c4adc.xlsx,1,95,YES,164389c755604e96
cluster_00410,SAME_UNIT_EXACT,Abu Dhabi,2308 ms 2 2308 tala,MS22308,,,,,9987ccf5-828d-4113-8e39-a8f85b2c4adc.xlsx,1,95,YES,f4a96c235d07c9e2
cluster_00411,SAME_UNIT_EXACT,Abu Dhabi,1409 ms 2 1409 tala,MS21409,,,,,9987ccf5-828d-4113-8e39-a8f85b2c4adc.xlsx,1,95,YES,cbce068a746dab9b
cluster_00412,SAME_UNIT_EXACT,Abu Dhabi,ms 2 4403 tala,MS24403,,,,,9987ccf5-828d-4113-8e39-a8f85b2c4adc.xlsx,1,95,YES,bd9fef84f28cee87
cluster_00413,SAME_UNIT_EXACT,Abu Dhabi,ms 2 1505 tala,MS21505,,,,,9987ccf5-828d-4113-8e39-a8f85b2c4adc.xlsx,1,95,YES,795ebfaca13a4e79
cluster_00414,SAME_UNIT_EXACT,Abu Dhabi,ms 2 2602 tala,MS22602,,,,,9987ccf5-828d-4113-8e39-a8f85b2c4adc.xlsx,1,95,YES,e19f94fdf658912e
cluster_00415,SAME_UNIT_EXACT,Abu Dhabi,4302 ms 2 4302 tala,MS24302,,,,,9987ccf5-828d-4113-8e39-a8f85b2c4adc.xlsx,1,95,YES,f0a1405ee5cf135d
cluster_00416,SAME_UNIT_EXACT,Ras Al Khaimah,9111 meqdad yousif al shaikh al mubarak old1905door1904 tala,OLD1905DOOR1904,,,,,9987ccf5-828d-4113-8e39-a8f85b2c4adc.xlsx,1,95,NO,
cluster_00417,SAME_UNIT_EXACT,Abu Dhabi,9207 commercial bank adcb old4104door4103 tala,OLD4104DOOR4103,,,,,9987ccf5-828d-4113-8e39-a8f85b2c4adc.xlsx,1,95,NO,
cluster_00418,SAME_UNIT_EXACT,Abu Dhabi,tala,10101009,,,,,9987ccf5-828d-4113-8e39-a8f85b2c4adc.xlsx,1,95,NO,
cluster_00419,BUILDING_ONLY,Business Bay,damac maison prive,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,2,40,NO,
cluster_00420,BUILDING_ONLY,MBR City,sheikh,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,1,40,NO,
cluster_00421,BUILDING_ONLY,Arjan,samana park views samana park views,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,2,40,NO,
cluster_00422,BUILDING_ONLY,Arjan,avelon boulevard avelon boulevard,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,1,40,NO,
cluster_00423,BUILDING_ONLY,Business Bay,tiger sky tower tiger sky,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,1,40,NO,
cluster_00424,BUILDING_ONLY,Meydan,riviera azizi riviera,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,6,40,NO,
cluster_00425,BUILDING_ONLY,JVC,district 12 nakheel townhouses,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,2,40,NO,
cluster_00426,BUILDING_ONLY,Downtown,imperial avenue imperial avenue,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,1,40,NO,
cluster_00427,BUILDING_ONLY,Palm Jumeirah,xxii carat xxii carat,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,1,40,NO,
cluster_00428,BUILDING_ONLY,Dubai Islands,pearl ocean pearl,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,1,40,NO,
cluster_00429,BUILDING_ONLY,Business Bay,canal bay canal,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,3,40,NO,
cluster_00430,BUILDING_ONLY,JVC,district 13 reef,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,1,40,NO,
cluster_00431,BUILDING_ONLY,JVC,bloom towers c,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,1,40,NO,
cluster_00432,BUILDING_ONLY,Creek Harbour,views harbour views,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,1,40,NO,
cluster_00433,BUILDING_ONLY,Arjan,sunrise legend sunrise legend,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,1,40,NO,
cluster_00434,BUILDING_ONLY,Dubai Hills,maple at,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,1,40,NO,
cluster_00435,BUILDING_ONLY,Reem Island,shams,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,1,40,NO,
cluster_00436,BUILDING_ONLY,JVC,seasons community autumn,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,2,40,NO,
cluster_00437,BUILDING_ONLY,Reem Island,of lights horizon tower b,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,1,40,NO,
cluster_00438,BUILDING_ONLY,Arjan,building land al barsha,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,1,40,NO,
cluster_00439,BUILDING_ONLY,Al Furjan,land furjan commercial land,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,1,40,NO,
cluster_00440,BUILDING_ONLY,Palm Jumeirah,jebel ali frond l,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,1,40,NO,
cluster_00441,BUILDING_ONLY,Palm Jumeirah,jebel ali frond n,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,1,40,NO,
cluster_00442,BUILDING_ONLY,Palm Jumeirah,jebel ali frond,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,1,40,NO,
cluster_00443,BUILDING_ONLY,Palm Jumeirah,jebel ali frond c,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,1,40,NO,
cluster_00444,BUILDING_ONLY,Palm Jumeirah,ali palm jebel ali,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,1,40,NO,
cluster_00445,BUILDING_ONLY,Palm Jumeirah,jebel ali frond b,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,1,40,NO,
cluster_00446,BUILDING_ONLY,Meydan,one azizi riviera,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,1,40,NO,
cluster_00447,BUILDING_ONLY,Dubai Marina,tower marina aeternitas tower aeternitas,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,1,40,NO,
cluster_00448,BUILDING_ONLY,MBR City,wilton park residences,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,1,40,NO,
cluster_00449,BUILDING_ONLY,JVC,views diamond views,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,1,40,NO,
cluster_00450,BUILDING_ONLY,JVT,park green park,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,1,40,NO,
cluster_00451,BUILDING_ONLY,Business Bay,hotel residences paramount tower hotel residences,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,2,40,NO,
cluster_00452,BUILDING_ONLY,Dubai Hills,house ellington house,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,1,40,NO,
cluster_00453,BUILDING_ONLY,Dubai Hills,grove estate golf grove,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,1,40,NO,
cluster_00454,BUILDING_ONLY,JVC,space binghatti,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,1,40,NO,
cluster_00455,BUILDING_ONLY,MBR City,elie saab vie townhouses,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,2,40,NO,
cluster_00456,BUILDING_ONLY,Downtown,hotel address,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,7,40,NO,
cluster_00457,BUILDING_ONLY,Town Square,naseem townhouses naseem townhouses,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,2,40,NO,
cluster_00458,BUILDING_ONLY,Dubai Islands,villas islands bay villas bay villas,,,,,propertyfinder.ae,WhatsApp ChatStorage.sqlite,1,40,NO,
cluster_00459,BUILDING_ONLY,Dubai Hills,am looking 1 bedroom up to 95k not furnished,,1,,95000-95000,,raw_chat_style_dataset,1,40,NO,
cluster_00460,BUILDING_ONLY,Abu Dhabi,2026 all these every type database available jan 2026 buildings updated database fresh january 2026 updated dubai database fresh china leads data latest 2 million leads january,,,,2000000-2000000,,raw_chat_style_dataset,1,40,NO,
cluster_00461,BUILDING_ONLY,JVC,hello please one bedroom jvc 80k yearly,,,,80000-80000,,raw_chat_style_dataset,9,40,NO,
cluster_00462,BUILDING_ONLY,JVC,autumn 2 block season community jvc district,,1,74.04-74.04,785000-785000,,raw_chat_style_dataset,1,40,NO,
cluster_00463,BUILDING_ONLY,Dubai Marina,central west studio,,,41.43-41.43,1470000-1470000,,raw_chat_style_dataset,1,40,NO,
cluster_00464,BUILDING_ONLY,Al Furjan,asking price 17 m,,7,706.06-706.06,17000000-17000000,,raw_chat_style_dataset,1,40,NO,
cluster_00465,BUILDING_ONLY,JVC,binghati orchid jvc district,,2,109.16-109.16,1650000-1650000,,raw_chat_style_dataset,1,40,NO,
cluster_00466,BUILDING_ONLY,JVC,binghati royale jvc district,,1,86.21-86.21,1400000-1400000,,raw_chat_style_dataset,1,40,NO,
cluster_00467,BUILDING_ONLY,JVC,binghatti apex jvc 1br 2bath 843 89 sq ft aed 1 25m view water ain dubai five hotel,,1,,1250000-1250000,,raw_chat_style_dataset,1,40,NO,
cluster_00468,BUILDING_ONLY,JVC,binghatti gardenia,,2,103.40-103.40,150000-150000,,raw_chat_style_dataset,1,40,NO,
cluster_00469,BUILDING_ONLY,JLT,armada,,3,,2300000-2300000,,raw_chat_style_dataset,1,40,NO,
cluster_00470,BUILDING_ONLY,Dubai Marina,ocean heights,,2,148.64-148.64,3000000-3000000,,raw_chat_style_dataset,1,40,NO,
cluster_00471,BUILDING_ONLY,Arjan,miraclz tower by danube,,2,110.74-110.74,1460000-1460000,,raw_chat_style_dataset,1,40,NO,
cluster_00472,BUILDING_ONLY,Arjan,miraclz,,1,70.51-70.51,1100000-1100000,,raw_chat_style_dataset,1,40,NO,
